User ID,Gender,Age,EstimatedSalary,Futures,Sentiment,Returns
15772798,Male,20,108000,-0.880996066,1,1.658546365
15792008,Male,30,15000,1.475100409,1,1.67984024
15715541,Female,28,84000,-0.408951736,1,-0.164451174
15639277,Male,23,20000,1.941674504,1,3.676654616
15798850,Male,25,79000,2.176010564,1,3.541598208
15776348,Female,27,54000,2.028940188,1,2.746338956
15727696,Male,30,135000,-0.56581926,1,0.420079052
15793813,Female,31,89000,-1.568971129,1,0.046801404
15694395,Female,24,32000,0.670495286,1,3.169112875
15764195,Female,18,44000,-2.076782484,1,-2.612837226
15744919,Female,29,83000,-1.024788482,0,-2.147261992
15671655,Female,35,23000,-0.525381725,1,-0.489228178
15654901,Female,27,58000,-0.423574176,0,-1.517777119
15649136,Female,24,55000,1.047974796,1,3.860963823
15775562,Female,23,48000,-0.068781937,1,0.221020836
15807481,Male,28,79000,-0.587394219,1,-1.351406262
15642885,Male,22,18000,2.154488131,0,2.001894781
15789109,Female,32,117000,-0.775220558,0,-1.837391106
15814004,Male,27,20000,2.61637127,1,4.09748892
15673619,Male,25,87000,-2.174670903,1,-2.235018794
15595135,Female,23,66000,1.508497407,1,0.455428355
15583681,Male,32,120000,-1.815823977,1,-1.06512545
15605000,Female,59,83000,-0.171747505,1,0.193600811
15718071,Male,24,58000,2.393514712,1,2.156230342
15679760,Male,24,19000,-1.748198587,1,-1.318135506
15654574,Female,23,82000,0.774059566,1,1.328585202
15577178,Female,22,63000,0.153706873,1,1.009108232
15595324,Female,31,68000,0.021071692,1,-0.37387467
15756932,Male,25,80000,-1.512670471,1,-1.63851413
15726358,Female,24,27000,-0.071140103,1,0.612849321
15595228,Female,20,23000,0.946030625,1,0.922665094
15782530,Female,33,113000,1.65475195,1,2.862447931
15592877,Male,32,18000,-1.911918741,1,-0.811532297
15651983,Male,34,112000,1.668001108,1,3.119012872
15746737,Male,18,52000,0.215476465,1,-0.703367957
15774179,Female,22,27000,-0.74432705,1,-0.497759629
15667265,Female,28,87000,1.559969478,1,1.861835639
15655123,Female,26,17000,-2.064550835,1,-3.902395903
15595917,Male,30,80000,0.316839433,1,3.187186109
15668385,Male,39,42000,-0.608456674,1,-0.077305587
15709476,Male,20,49000,-3.604848027,1,-0.168359924
15711218,Male,35,88000,0.86175464,1,3.160035584
15798659,Female,30,62000,-1.025289626,1,-0.960927194
15663939,Female,31,118000,-1.754007274,1,-0.078719923
15694946,Male,24,55000,0.725253031,1,0.569750579
15631912,Female,28,85000,-3.251388855,0,-5.142746199
15768816,Male,26,81000,2.548196007,1,4.519651488
15682268,Male,35,50000,-0.290345364,1,1.772804776
15684801,Male,22,81000,-1.567239677,1,-2.152027241
15636428,Female,30,116000,0.686624128,1,2.003929831
15809823,Male,26,15000,-0.914752454,1,-2.512941272
15699284,Female,29,28000,2.500028518,1,3.522021943
15786993,Female,29,83000,-1.147700008,1,-0.115762212
15709441,Female,35,44000,-0.968708078,1,-1.001094995
15710257,Female,35,25000,-1.936054845,1,0.837480841
15582492,Male,28,123000,-0.095414193,0,0.9379509
15575694,Male,35,73000,-0.347032923,1,0.533857656
15756820,Female,28,37000,2.943539781,1,4.540680167
15766289,Male,27,88000,0.107840089,1,0.684594673
15593014,Male,28,59000,0.589843371,1,1.976328334
15584545,Female,32,86000,-1.479660274,0,0.452947221
15675949,Female,33,149000,0.374644247,1,0.86218228
15672091,Female,19,21000,1.611435207,0,3.092853678
15801658,Male,21,72000,0.961962331,1,1.035232394
15706185,Female,26,35000,0.849521981,1,0.932667708
15789863,Male,27,89000,0.499264403,0,-0.534229244
15720943,Male,26,86000,0.240147478,1,-0.364578439
15697997,Female,38,80000,0.914684499,0,-0.031904143
15665416,Female,39,71000,1.154633543,1,1.510387918
15660200,Female,37,71000,-0.414132097,1,-1.141450944
15619653,Male,38,61000,1.302373353,1,1.667963423
15773447,Male,37,55000,0.165186418,0,-1.028370445
15739160,Male,42,80000,1.18356286,0,0.850948183
15689237,Male,40,57000,0.990021174,0,2.271263807
15679297,Male,35,75000,1.650771301,0,1.478825768
15591433,Male,36,52000,2.689620091,0,0.967340048
15642725,Male,40,59000,-0.358050031,1,-1.15043199
15701962,Male,41,59000,-3.360530275,0,-6.837433839
15811613,Female,36,75000,1.719416321,0,2.478053322
15741049,Male,37,72000,-1.77264044,1,-3.994326562
15724423,Female,40,75000,0.402405145,1,2.091422441
15574305,Male,35,53000,-1.139373397,1,-0.808505745
15678168,Female,41,51000,0.071908198,0,-2.808302462
15697020,Female,39,61000,-1.778210979,1,-1.782042014
15610801,Male,42,65000,2.394996996,1,3.785515487
15745232,Male,26,32000,0.977227989,1,1.735024867
15722758,Male,30,17000,1.815983591,1,2.718744131
15792102,Female,26,84000,-4.233431242,1,-3.225991525
15675185,Male,31,58000,-0.562994883,1,2.940062277
15801247,Male,33,31000,0.178779866,1,2.194424392
15725660,Male,30,87000,-0.529185053,1,-2.149343699
15638963,Female,21,68000,-0.000216473,1,0.265749946
15800061,Female,28,55000,-1.970646828,1,0.101175237
15578006,Male,23,63000,-0.187079784,0,0.500929164
15668504,Female,20,82000,1.122919697,1,3.739207845
15687491,Male,30,107000,-0.065611188,0,1.159303911
15610403,Female,28,59000,1.874934833,1,4.595958333
15741094,Male,19,25000,0.86732756,1,1.729591566
15807909,Male,19,85000,-0.181488547,1,-0.147726381
15666141,Female,18,68000,-1.287234064,1,0.145181186
15617134,Male,35,59000,1.72739888,1,1.961220396
15783029,Male,30,89000,-0.062086664,0,-0.183588404
15622833,Female,34,25000,0.228005764,1,0.247583099
15746422,Female,24,89000,-1.116188895,1,0.291227365
15750839,Female,27,96000,-1.07043505,1,-1.024627415
15749130,Female,41,30000,1.129834803,1,1.802436755
15779862,Male,29,61000,0.258410911,1,0.703725229
15767871,Male,20,74000,-3.786267429,1,-1.894695532
15679651,Female,26,15000,-0.727087986,1,-0.288303955
15576219,Male,41,45000,0.617335188,1,0.392295992
15699247,Male,31,76000,1.50322868,0,-1.642350252
15619087,Female,36,50000,1.68651422,0,1.440175465
15605327,Male,40,47000,0.937679286,0,0.100100381
15610140,Female,31,15000,-1.596251811,0,-1.500951935
15791174,Male,46,59000,-1.901816315,0,-3.284775816
15602373,Male,29,75000,3.64154191,1,3.456780888
15762605,Male,26,30000,-1.066003468,1,-1.037996407
15598840,Female,32,135000,-2.965809804,1,-2.191277982
15744279,Male,32,100000,-3.590372317,1,-2.630939751
15670619,Male,25,90000,1.427954834,0,0.918717741
15599533,Female,37,33000,-1.189068954,1,0.015907708
15757837,Male,19,38000,0.712948209,1,1.660305456
15697574,Female,33,69000,-0.009594637,0,-1.816671513
15578738,Female,18,86000,0.004954862,1,0.144288961
15762228,Female,22,55000,-0.523131711,1,-0.480338196
15614827,Female,20,71000,-2.026457682,1,-1.879030217
15789815,Male,29,148000,1.786475712,1,4.055573683
15579781,Female,29,47000,-3.479767743,1,-3.405659941
15587013,Male,21,88000,-1.612801991,1,0.878935403
15570932,Male,34,115000,-0.691017963,1,-1.613957236
15794661,Female,26,118000,0.805040786,1,1.671394348
15581654,Female,34,43000,-0.447634632,0,0.221699915
15644296,Female,34,72000,1.509753689,1,1.958594245
15614420,Female,23,28000,1.300941861,1,1.310531249
15609653,Female,18,47000,0.376525345,0,0.648398096
15594577,Male,25,22000,-1.434731768,1,0.45324966
15584114,Male,24,23000,-2.250470354,0,-3.192839423
15673367,Female,31,34000,-1.015544192,1,-0.631090434
15685576,Male,26,16000,0.049196007,0,-1.123414111
15774727,Female,31,71000,-1.063183839,0,-0.461115574
15694288,Female,32,117000,-1.42471664,1,-1.758723686
15603319,Male,33,43000,-0.031328257,0,0.071019431
15759066,Female,33,60000,1.406028786,1,2.049615896
15814816,Male,31,66000,3.107704115,0,1.547292145
15724402,Female,20,82000,-1.205217432,0,-3.404603233
15571059,Female,33,41000,-1.626481447,1,-0.714653934
15674206,Male,21,72000,1.062008434,0,-0.555566515
15715160,Male,28,32000,-1.888042471,1,-0.693806557
15730448,Male,24,84000,-0.20869105,1,1.479496937
15662067,Female,19,26000,1.332829501,1,3.979795344
15779581,Male,29,43000,1.300073213,1,1.933258984
15662901,Male,19,70000,0.867742157,1,2.119212563
15689751,Male,28,89000,-0.067274362,1,1.585334191
15667742,Male,34,43000,1.397423236,1,1.187178074
15738448,Female,30,79000,-1.918534235,1,-1.661709624
15680243,Female,20,36000,-0.851762755,1,-1.437770878
15745083,Male,26,80000,-1.588364422,1,0.048571484
15708228,Male,22,22000,0.62433467,1,0.318543633
15628523,Male,23,39000,0.100980319,0,-1.281708553
15708196,Male,49,74000,3.567772935,1,3.043742372
15735549,Female,39,134000,0.0249753,0,-2.336204749
15809347,Female,41,71000,1.626959579,1,2.894899902
15660866,Female,58,101000,0.090682176,0,-1.350470901
15766609,Female,47,47000,-1.983058076,1,-2.116743577
15654230,Female,55,130000,-2.177802519,0,-3.314257162
15794566,Female,52,114000,-1.365230404,1,1.430862066
15800890,Female,40,142000,-1.97840775,1,-0.105457007
15697424,Female,46,22000,-2.323567324,1,-2.41304129
15724536,Female,48,96000,-2.270579732,1,-1.302524471
15735878,Male,52,150000,0.98961552,1,3.473342502
15707596,Female,59,42000,1.918098324,0,1.941289375
15657163,Male,23,58000,0.365772438,1,0.145879503
15622478,Male,47,43000,-3.574240251,1,-1.536998838
15779529,Female,60,108000,-0.410416578,1,-0.461102488
15636023,Male,49,65000,-3.002554548,1,-3.730811553
15582066,Male,40,78000,0.270231337,1,2.049248607
15666675,Female,46,96000,-0.865800156,1,-0.947419904
15732987,Male,59,143000,-1.373511902,1,-2.419584914
15789432,Female,41,80000,-1.18223398,1,-0.606222313
15663161,Male,19,91000,0.121826144,1,-0.958254125
15694879,Male,37,144000,-0.220004873,1,0.155287468
15593715,Male,60,102000,1.805172863,1,1.847121993
15575002,Female,35,60000,-0.525595815,1,-1.07690309
15622171,Male,37,53000,-0.405666785,1,-0.902798594
15795224,Female,36,126000,-0.868165542,1,1.066757313
15685346,Male,56,133000,1.946972174,0,-0.158797638
15691808,Female,40,72000,1.110233044,1,1.922758008
15721007,Female,42,80000,-1.228534198,1,0.761000962
15794253,Female,35,147000,0.185835083,1,0.720155138
15694453,Male,39,42000,-0.765133472,1,1.097589635
15813113,Male,40,107000,-0.420030347,0,-1.922018382
15614187,Male,49,86000,2.218411238,1,3.89027226
15619407,Female,38,112000,-0.997226397,1,-0.21521735
15646227,Male,46,79000,1.309904884,1,2.752137557
15660541,Male,40,57000,-1.566428881,1,-1.699056172
15753874,Female,37,80000,-0.34506664,1,-0.287727839
15617877,Female,46,82000,0.799945539,0,-1.536546931
15772073,Female,53,143000,0.329984365,0,0.221715183
15701537,Male,42,149000,-1.17798902,1,-1.370022488
15736228,Male,38,59000,1.258451125,1,1.899656955
15780572,Female,50,88000,-0.227536684,1,-0.062828866
15769596,Female,56,104000,-3.065829366,1,-0.165920814
15586996,Female,41,72000,0.159468064,1,-0.343064771
15722061,Female,51,146000,-0.024449675,1,-0.389690907
15638003,Female,35,50000,0.293651377,0,-0.253967581
15775590,Female,57,122000,-0.405714004,1,-0.736663274
15730688,Male,41,52000,-0.223579488,1,1.271038845
15753102,Female,35,97000,-0.831538241,1,1.420919264
15810075,Female,44,39000,-0.265676625,0,-2.473811253
15723373,Male,37,52000,-0.004292463,1,1.5087974
15795298,Female,48,134000,-3.260399618,1,-2.762110047
15584320,Female,37,146000,1.036765587,1,1.891774634
15724161,Female,50,44000,0.539610065,1,0.302161467
15750056,Female,52,90000,-0.940828358,1,0.260246375
15609637,Female,41,72000,0.379736108,1,1.544534504
15794493,Male,40,57000,0.895588799,1,1.154564567
15569641,Female,58,95000,0.455834682,1,0.574347408
15815236,Female,45,131000,-0.008822039,0,-2.308538033
15811177,Female,35,77000,1.698521667,1,2.618493331
15680587,Male,36,144000,1.285567439,1,0.552789882
15672821,Female,55,125000,-0.502033063,1,-1.569561649
15767681,Female,35,72000,-2.134716526,0,-0.777271643
15600379,Male,48,90000,-1.301767841,1,-0.295978767
15801336,Female,42,108000,-0.583522137,1,0.32729716
15721592,Male,40,75000,0.305903142,1,0.84851754
15581282,Male,37,74000,-0.520852671,1,0.597430543
15746203,Female,47,144000,-1.507041048,0,-4.144166791
15583137,Male,40,61000,2.557609442,1,3.674828922
15680752,Female,43,133000,-0.995476497,1,-2.035463975
15688172,Female,59,76000,0.370925221,1,0.146440933
15791373,Male,60,42000,-0.410721927,0,-0.217155257
15589449,Male,39,106000,0.564250146,1,2.828952162
15692819,Female,57,26000,2.327166581,0,-0.360371055
15727467,Male,57,74000,0.579905761,1,0.14156399
15734312,Male,38,71000,0.782281219,1,1.107479606
15764604,Male,49,88000,-0.632760144,0,-2.394885965
15613014,Female,52,38000,0.949712852,1,0.694364643
15759684,Female,50,36000,0.561998238,1,3.149789008
15609669,Female,59,88000,0.46312139,1,-0.189171506
15685536,Male,35,61000,-1.980797594,1,-3.391702858
15750447,Male,37,70000,-1.274557333,0,-2.258361583
15663249,Female,52,21000,-1.289926607,1,-0.399166686
15638646,Male,48,141000,-0.811403303,1,2.320767504
15734161,Female,37,93000,-1.378071047,1,-2.108120314
15631070,Female,37,62000,-2.426690223,0,-4.078087662
15761950,Female,48,138000,0.78577722,0,0.952140699
15649668,Male,41,79000,2.128818291,0,-0.294496971
15713912,Female,37,78000,2.284184932,0,0.899735188
15586757,Male,39,134000,-1.496840211,0,-4.40557955
15596522,Male,49,89000,-0.288975488,0,-0.934747885
15625395,Male,55,39000,2.952086242,1,4.538744487
15760570,Male,37,77000,-2.449758935,1,-2.454955246
15566689,Female,18,57000,-1.245307701,0,-0.70277951
15725794,Female,19,63000,0.040692996,0,-2.015722657
15673539,Male,42,73000,-1.257370349,1,0.716640566
15705298,Female,43,112000,-0.314098469,0,-0.604489567
15675791,Male,45,79000,-0.924650642,1,1.233555891
15747043,Male,46,117000,2.374560932,1,5.789679
15736397,Female,58,38000,-3.344270608,0,-2.991361488
15678201,Male,48,74000,-0.212816076,1,-0.840089028
15720745,Female,37,137000,1.061762918,0,1.644773018
15637593,Male,37,79000,2.157840103,1,2.536011578
15598070,Female,40,60000,2.6331728,1,2.194968666
15787550,Male,42,54000,2.575495451,1,4.489459244
15603942,Female,51,134000,0.055425453,1,1.706259106
15733973,Female,47,113000,-0.219838697,1,-0.115818148
15596761,Male,36,125000,-0.098568548,1,0.953976195
15652400,Female,38,50000,0.185227767,0,1.096362824
15717893,Female,42,70000,1.283594686,1,1.340368017
15622585,Male,39,96000,0.940677339,1,1.457656643
15733964,Female,38,50000,0.669677728,1,-0.276768895
15753861,Female,49,141000,-0.1680621,1,0.167687552
15747097,Female,39,79000,1.798962016,1,0.768476085
15594762,Female,39,75000,-1.020304159,1,-1.023207458
15667417,Female,54,104000,1.583057293,1,4.397054307
15684861,Male,19,55000,-1.598004588,1,-0.986631196
15742204,Male,45,32000,0.632077714,1,2.042527495
15623502,Male,36,60000,2.054154483,1,1.404961992
15774872,Female,52,138000,1.206093465,1,1.846267487
15611191,Female,53,82000,-2.411241873,1,-1.788573049
15674331,Male,41,52000,-2.24820384,0,-1.563474144
15619465,Female,48,30000,-0.799696417,0,-0.173428128
15575247,Female,48,131000,-0.568357169,0,-1.284465181
15695679,Female,41,60000,-2.35012753,0,-4.508848653
15713463,Male,41,72000,-0.878475901,1,0.251695719
15785170,Female,42,75000,0.780662959,1,-0.072278028
15796351,Male,36,118000,1.460803104,1,1.29002412
15639576,Female,47,107000,1.617630035,1,2.481570271
15693264,Male,38,51000,0.89799782,0,-1.747707622
15589715,Female,48,119000,2.144703535,1,4.54807394
15769902,Male,42,65000,0.760934507,1,0.835793301
15587177,Male,40,65000,-0.403315451,1,1.496531555
15814553,Male,57,60000,-1.895550258,1,-2.842715691
15601550,Female,36,54000,-0.002161833,0,-0.598680651
15664907,Male,58,144000,0.574667114,0,0.089948917
15612465,Male,19,79000,0.060919418,1,2.167212264
15810800,Female,38,55000,-0.26031311,0,-1.214538109
15665760,Male,39,122000,-2.639578397,0,-3.114553893
15588080,Female,53,104000,1.173170692,0,1.191345297
15776844,Male,18,75000,2.183476102,0,-0.448964592
15717560,Female,38,65000,-2.218117001,1,-1.681853376
15629739,Female,47,51000,0.399681907,1,0.174311566
15729908,Male,47,105000,0.642537167,0,0.777818972
15716781,Female,41,63000,-0.300430232,0,-1.238384495
15646936,Male,53,72000,0.817293678,0,-0.719971596
15768151,Female,54,108000,1.093853448,1,1.979345943
15579212,Male,39,77000,-0.765351798,1,-0.548927657
15721835,Male,18,61000,-0.895299196,0,-1.657439462
15800515,Female,18,113000,0.08250576,0,0.626199911
15591279,Male,37,75000,0.596017943,1,0.358429593
15587419,Female,42,90000,0.527025817,1,1.547630736
15750335,Female,37,57000,0.592345719,0,-0.546346338
15699619,Male,36,99000,-1.771148458,1,-0.042984904
15606472,Male,60,34000,0.397111084,0,-0.136225979
15778368,Male,54,70000,0.867744506,1,0.506497605
15671387,Female,41,72000,-2.366302689,1,-0.892380481
15573926,Male,40,71000,-0.910001491,1,-1.767968798
15709183,Male,42,54000,-0.596883508,0,-1.022510528
15577514,Male,43,129000,1.677686275,1,2.935945366
15778830,Female,53,34000,2.070506603,0,1.376897276
15768072,Female,47,50000,-0.080234066,0,-0.465984297
15768293,Female,42,79000,0.155659845,1,-1.358658464
15654456,Male,42,104000,0.284224143,1,1.731229915
15807525,Female,59,29000,0.78131469,0,1.951541041
15574372,Female,58,47000,1.010051091,0,-0.814966612
15671249,Male,46,88000,-1.956840282,1,-0.227769148
15779744,Male,19,71000,0.052322633,0,1.214683725
15624755,Female,54,26000,2.108577087,0,2.786271815
15611430,Female,60,46000,2.312108914,0,2.43481251
15774744,Male,60,83000,1.541834595,0,1.121383298
15629885,Female,39,73000,-4.246831637,1,-2.229452194
15708791,Male,59,130000,0.895878973,1,3.197172667
15793890,Female,37,80000,1.434226682,0,1.723548047
15646091,Female,46,32000,-4.118134244,1,-4.201385353
15596984,Female,46,74000,-0.207605635,1,1.344924697
15800215,Female,42,53000,0.432229007,1,3.9783771
15577806,Male,41,87000,-3.118373075,0,-4.292234886
15749381,Female,58,23000,2.149146926,1,3.547194264
15683758,Male,42,64000,-2.321423861,1,-2.262779725
15670615,Male,48,33000,-0.713722855,1,-0.942991376
15715622,Female,44,139000,0.683441402,1,0.905557518
15707634,Male,49,28000,1.567112383,0,0.931437762
15806901,Female,57,33000,1.717475834,1,2.172499667
15775335,Male,56,60000,0.518322543,0,-1.809085581
15724150,Female,49,39000,2.136785232,1,1.978920679
15627220,Male,39,71000,-0.446373954,1,-0.884394155
15672330,Male,47,34000,1.09318901,1,2.955822698
15668521,Female,48,35000,-0.404560344,0,-0.77012869
15807837,Male,48,33000,-1.503784087,1,-1.370446549
15592570,Male,47,23000,-1.826985563,1,-1.021972107
15748589,Female,45,45000,-0.524694811,1,0.926941175
15635893,Male,60,42000,-0.992546282,1,0.743056954
15757632,Female,39,59000,0.400475332,1,0.0063441
15691863,Female,46,41000,1.553443203,0,-1.115982895
15706071,Male,51,23000,-0.948196592,0,-1.227038025
15654296,Female,50,20000,0.916401023,0,1.30512528
15755018,Male,36,33000,-1.188840228,1,1.380255237
15594041,Female,49,36000,-0.204639863,0,-1.458991386
15099832,Female,43,69000,-0.929027228,0,-1.860240529
15303563,Male,50,45000,-1.65801221,1,-2.750043197
15142961,Female,41,117000,0.559198947,0,0.386670413
15447579,Male,34,174000,0.488691646,1,0.402590228
15602330,Male,36,176000,0.108346797,0,-0.184885555
15446597,Female,33,91000,0.900717674,1,2.007953779
15653410,Male,45,81000,-3.326995276,1,-2.258236876
15669343,Male,36,44000,-1.556584842,1,-0.365111369
15223210,Male,32,53000,1.70742236,1,2.361966904
15509819,Female,32,111000,-0.374816149,1,-0.160966666
15659897,Female,33,173000,-1.243520135,1,-2.269963382
15359727,Male,43,112000,1.31533113,1,2.642557303
15995809,Female,37,44000,1.56294638,1,1.170488105
15343338,Male,42,144000,0.693904815,0,0.707839329
15872005,Male,37,130000,-0.339716329,0,-1.620090302
15414108,Female,47,106000,0.187184934,1,-0.125036626
15980472,Female,51,116000,-1.760251899,1,-1.320404766
15055596,Male,20,76000,-2.408859783,1,-2.577414057
15255667,Female,19,181000,3.773199965,1,6.098637818
15742448,Female,33,136000,2.896764545,1,2.568180203
15914008,Female,28,88000,0.758379555,0,0.194738543
15022999,Female,32,31000,1.944626719,1,4.255570803
15060090,Female,30,142000,-0.881278795,0,-2.764266043
15199606,Male,38,142000,-3.050090056,1,-1.52289781
15603139,Female,43,99000,-0.809188775,1,-1.954378466
15648958,Female,39,96000,-2.995608539,0,-4.949439535
15952034,Female,23,153000,-0.059615064,1,0.777490252
15817318,Male,48,124000,3.170059088,0,1.943868252
15353744,Female,49,172000,1.864704383,1,3.215309462
15340910,Male,37,90000,0.299720666,1,0.644915326
15420811,Male,44,123000,1.022342644,0,-1.901953289
15288001,Male,27,21000,0.563179529,0,-0.572443825
15810283,Female,33,140000,1.966395754,0,0.72232819
15758535,Female,33,107000,-0.960770997,0,-1.026446894
15400161,Male,22,67000,1.866610376,1,2.493703371
15341350,Female,39,171000,-0.619869905,1,0.928053671
15466163,Male,40,37000,-1.748113008,0,-1.12131977
15503364,Male,34,109000,2.468391603,1,3.574657218
15558406,Male,37,59000,-1.485715425,0,-2.132548503
15057151,Male,39,80000,-0.981587837,0,-2.201696919
15428980,Male,45,46000,-0.693282744,1,-0.788900573
15347350,Male,42,148000,-0.787660505,1,-0.572653295
15257637,Female,41,127000,1.865271555,0,0.645292387
15987727,Male,33,198000,0.030411918,0,-2.510539761
15978139,Male,39,62000,-0.428259467,1,1.051091994
15940595,Male,34,188000,-1.425407292,1,-1.024379347
15449772,Male,42,88000,0.089328544,1,2.564255788
15780750,Female,33,139000,0.432851628,1,1.867779841
15837030,Female,26,65000,-0.682039703,0,0.266776475
15158053,Male,37,56000,-0.177116152,0,-1.145667445
15115696,Female,36,181000,-0.946671801,1,-0.169490512
15245195,Female,25,127000,-2.000337279,1,-1.039056821
15357667,Female,49,106000,-4.336973359,1,-4.52737215
15254230,Male,35,151000,-0.98924853,0,-0.869412728
15074812,Female,26,66000,1.345666787,1,0.892204369
15675887,Female,32,142000,0.35595301,0,0.115323835
15231338,Male,44,170000,0.735935512,0,-0.814490896
15757050,Male,45,146000,-0.513082648,1,-0.652748822
15063759,Female,36,32000,1.51217618,1,3.124428358
15092337,Female,39,74000,-0.653757737,1,0.328532225
15750249,Male,37,161000,-0.801572323,1,-0.237380714
15139578,Female,32,90000,1.730237132,0,0.331608173
15289535,Female,18,98000,-0.446653686,0,-1.108786432
15596767,Male,39,69000,0.398743336,1,2.35908895
15242043,Female,26,91000,1.649527944,0,0.187205716
15724011,Male,36,26000,-1.039590459,1,-0.635077623
15404627,Male,39,28000,-2.321746979,1,-0.744638689
15417365,Female,54,61000,1.432830968,1,4.251306791
15016216,Male,41,22000,-0.026352661,1,0.634825699
15000711,Male,26,177000,-0.513253415,1,-0.642250552
15307637,Male,23,29000,-0.117491756,1,1.24370622
15821945,Female,40,57000,0.604187396,0,-1.972484875
15529271,Female,51,98000,-2.051156923,0,-0.921050126
15812434,Male,35,180000,1.662233435,1,0.937216115
15283811,Female,41,97000,2.813084977,0,2.014620526
15187177,Male,29,107000,-0.459747244,0,-0.936694678
15633401,Female,29,120000,1.043790404,0,-0.450573838
15848789,Female,27,127000,-0.786106262,1,2.048724432
15061577,Male,37,86000,0.830000565,1,2.457354671
15566059,Female,40,135000,0.50584063,1,1.753808842
15771751,Male,20,27000,0.358503135,1,1.967688119
15286066,Female,24,32000,1.672924152,1,2.680420589
15319608,Female,28,49000,-2.263302179,1,-2.291053323
15999699,Female,25,23000,2.128311002,0,2.64259962
15250401,Male,35,76000,-1.213021987,1,1.428426372
15803117,Female,30,136000,-0.461289974,1,0.641665866
15580460,Female,23,193000,-1.451089445,0,-0.320752861
15963802,Female,41,44000,0.170357777,1,-0.197615058
15573296,Male,36,90000,2.325975366,0,0.350782292
15179478,Female,39,141000,-2.906023467,1,-3.949684279
15780364,Female,43,182000,-0.50840793,0,-1.316873584
15801754,Male,28,30000,1.947446148,1,4.069310019
15920960,Female,53,194000,-3.072251741,0,-3.670882882
15152786,Male,44,97000,0.858115634,0,-0.003801302
15796752,Female,49,32000,-1.321835117,1,-1.87483045
15861966,Female,43,75000,0.819769731,0,-1.621648496
15810525,Female,26,20000,-0.55642115,0,-1.821711447
15100646,Male,32,61000,1.509637372,0,1.553040929
15718701,Female,47,76000,-0.777559485,1,0.890110809
15640661,Male,46,86000,-0.242712569,1,1.909800458
15208350,Male,42,170000,-2.174363518,1,-1.491536003
15821986,Male,40,145000,-1.159485144,0,-2.480149506
15385146,Female,36,48000,-0.880154315,0,-0.761522376
15561897,Female,37,133000,-2.250114247,1,-0.836844969
15678646,Male,31,87000,0.846946611,0,-1.315537512
15969498,Male,25,71000,-0.81554767,0,-0.61539971
15785746,Female,39,174000,-2.087769513,1,-0.981670036
15510347,Female,41,105000,1.45129961,1,2.987072937
15976629,Female,35,81000,-5.068559168,1,-5.014578575
15214667,Female,19,75000,-0.036849263,1,-0.967923386
15003020,Female,30,129000,0.344560521,1,2.695203128
15050073,Male,26,78000,-1.204406555,1,-0.022489295
15187195,Female,77,115000,1.920763328,1,2.165839892
15565548,Female,37,29000,-0.327825143,1,1.482878615
15421045,Male,40,192000,-1.697034489,1,-0.924056928
15625860,Male,26,138000,-0.332487215,0,-3.050586977
